"TIN_contact_cellular";"TIN_month_apr";"TIN_month_aug";"TIN_month_jul";"TIN_month_jun";"TIN_month_mar";"TIN_month_may";"TIN_month_nov";"TIN_month_oct";"TIN_month_sep";"TIN_day_of_week_mon";"TIN_day_of_week_thu";"TIN_day_of_week_tue";"TIN_day_of_week_wed";"R01_duration";"y"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00772671817812119;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0532736884912566;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0695404636030907;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0368035786905246;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0349735664904433;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0201301342008947;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0189101260675071;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0473769825132168;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0518503456689711;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0736071573810492;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0707604717364782;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0784871899145994;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0148434322895486;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.046766978446523;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0422936152907686;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0683204554697031;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.074217161447743;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.338755591703945;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.117324115494103;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0278568523790159;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0744204961366409;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0638470923139488;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0325335502236682;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0431069540463603;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0382269215128101;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00447336315575437;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.125254168361122;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0361935746238308;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0721838145587637;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0457503050020333;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0325335502236682;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0540870272468483;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0514436762911753;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0363969093127288;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0546970313135421;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.02745018300122;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0327368849125661;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.160024400162668;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0294835298901993;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0353802358682391;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0912972753151688;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.165107767385116;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0333468889792599;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0744204961366409;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0725904839365596;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0471736478243188;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0185034566897113;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0555103700691338;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0321268808458723;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0359902399349329;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0406669377795852;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0349735664904433;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.035786905246035;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0429036193574624;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0435136234241562;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.320252135014233;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0709638064253762;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0685237901586011;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0553070353802359;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0422936152907686;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0392435949572997;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0431069540463603;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0335502236681578;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.211874745831639;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00406669377795852;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0500203334688898;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.107564050427003;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0390402602684018;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.298291988613257;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0382269215128101;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0366002440016267;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00976006506710045;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0433102887352582;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.11081740544937;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.118544123627491;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0449369662464416;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0866205774705165;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0583570557137048;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0400569337128914;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.052257015046767;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.046563643757625;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0111834078893859;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0813338755591704;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0400569337128914;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0386335908906059;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00427002846685645;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0610004066693778;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0250101667344449;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0595770638470923;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0660837738918259;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.104514030093534;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.172631150874339;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0394469296461976;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0431069540463603;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0685237901586011;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0581537210248068;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0502236681577877;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.105327368849126;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0740138267588451;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0361935746238308;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0199267995119967;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0892639284261895;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0282635217568117;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0160634404229362;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.035583570557137;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0532736884912566;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0124034160227735;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0158601057340382;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0207401382675884;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.117730784871899;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0290768605124034;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.137657584383896;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0542903619357462;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0701504676697845;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0376169174461163;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0420902806018707;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0140300935339569;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0203334688897926;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0254168361122407;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0937372915819439;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0488003253355022;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0142334282228548;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0392435949572997;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0276535176901179;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0148434322895486;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.107360715738105;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.110004066693778;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.068727124847499;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0331435542903619;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0176901179341196;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0612037413582757;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00935339568930459;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0105734038226922;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0414802765351769;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0315168767791785;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0199267995119967;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0144367629117527;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.049410329402196;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0378202521350142;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.117730784871899;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0335502236681578;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0331435542903619;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00935339568930459;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.113664091093941;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.413379422529484;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0172834485563237;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.102887352582351;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0231801545343636;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0231801545343636;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.171411142740952;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0368035786905246;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0868239121594144;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0593737291581944;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0390402602684018;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0189101260675071;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0260268401789345;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0217568117120781;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0616104107360716;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.016470109800732;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.05490036600244;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0463603090687271;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0488003253355022;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.136844245628304;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0473769825132168;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0207401382675884;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0937372915819439;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0508336722244815;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0264335095567304;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0512403416022773;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0280601870679138;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0837738918259455;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0363969093127288;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00386335908906059;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0463603090687271;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0111834078893859;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.145790971939813;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0636437576250508;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0587637250915006;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.138877592517283;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.218991459943066;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0296868645790972;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0339568930459536;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0723871492476617;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0563237088247255;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0349735664904433;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0443269621797479;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0441236274908499;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.013623424156161;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0591703944692965;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0504270028466856;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0520536803578691;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0581537210248068;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0969906466043107;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.124237494916633;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0957706384709231;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0774705164701098;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0510370069133794;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0829605530703538;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0583570557137048;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0654737698251322;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.043920292801952;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0744204961366409;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0427002846685645;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0585603904026027;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0341602277348516;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0268401789345262;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0130134200894673;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0424969499796665;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0833672224481497;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0359902399349329;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.117934119560797;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0335502236681578;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0258235054900366;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0725904839365596;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.035583570557137;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0610004066693778;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0276535176901179;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0254168361122407;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.038430256201708;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0433102887352582;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0483936559577064;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0252135014233428;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00366002440016267;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.148434322895486;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00813338755591704;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0368035786905246;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0160634404229362;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0288735258235055;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0790971939812932;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.142740951606344;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0307035380235868;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0429036193574624;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0237901586010573;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0471736478243188;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0829605530703538;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0752338348922326;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0363969093127288;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00935339568930459;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0406669377795852;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0101667344448963;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0368035786905246;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0241968279788532;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0734038226921513;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0148434322895486;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.013623424156161;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0711671411142741;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0305002033346889;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0675071167141114;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.124237494916633;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0117934119560797;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0307035380235868;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0180967873119154;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0309068727124848;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.124237494916633;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0223668157787719;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0941439609597397;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.195607970719805;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0207401382675884;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00203334688897926;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0239934932899553;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0187067913786092;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0290768605124034;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.038430256201708;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0152501016673444;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.038430256201708;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0111834078893859;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.190117934119561;"yes"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0113867425782839;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.00101667344448963;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0457503050020333;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0254168361122407;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0581537210248068;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0418869459129728;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0333468889792599;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0199267995119967;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.090687271248475;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.150874339162261;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0244001626677511;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.024806832045547;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0736071573810492;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0725904839365596;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0406669377795852;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0217568117120781;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0542903619357462;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0504270028466856;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0437169581130541;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0424969499796665;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0416836112240748;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0530703538023587;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0168767791785279;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0215534770231802;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0215534770231802;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.021960146400976;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0435136234241562;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0727938186254575;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0921106140707605;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0740138267588451;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0276535176901179;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0351769011793412;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0490036600244002;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0455469703131354;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.030093533956893;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.046766978446523;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0404636030906873;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0398535990239935;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0225701504676698;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0469703131354209;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0642537616917446;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0488003253355022;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.136030906872712;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0864172427816185;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.024603497356649;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0353802358682391;"no"
0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0178934526230175;"no"
